annee,annotation_basis,barème_suggéré,chapitre,competence,definition,exact_wording,explication,figure,id,importance,label,language,niveau,quality_notes,question,record_type,region,reponse_attendue,requires_teacher_review,roman,session,source_ids,source_status,split,synthetic,terme,texte,type_information,validation_status,vocabulary_scope
,,1,1,comprehension,,False,,,LBM-C1-EXAM-006,importante,,fr,debutant,,Quel âge a Sidi Mohammed dans ses souvenirs du premier chapitre ?,regional_exam_question,format régional marocain — question adaptée,Il a six ans.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,comprehension,,False,,,LBM-C1-EXAM-007,importante,,fr,debutant,,Où vit Sidi Mohammed avec ses parents ?,regional_exam_question,format régional marocain — question adaptée,"À Dar Chouafa, dans la médina de Fès.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,comprehension,,False,,,LBM-C1-EXAM-008,importante,,fr,debutant,,Quel objet aide l'enfant à oublier sa tristesse ?,regional_exam_question,format régional marocain — question adaptée,Sa boîte à merveilles.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,comprehension,,False,,,LBM-C1-EXAM-009,importante,,fr,intermediaire,,Pourquoi le bain maure provoque-t-il un malaise chez l'enfant ?,regional_exam_question,format régional marocain — question adaptée,"À cause de la chaleur, du bruit, de la foule et de sa perception inquiète du lieu.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,comprehension,,False,,,LBM-C1-EXAM-010,importante,,fr,intermediaire,,Quel rôle jouent les histoires racontées par Lalla Zoubida ?,regional_exam_question,format régional marocain — question adaptée,"Elles informent l'enfant, animent la vie familiale et nourrissent son imagination.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,justification,,False,,,LBM-C1-EXAM-011,importante,,fr,debutant,,Donnez un élément qui montre que Sidi Mohammed se sent seul.,regional_exam_question,format régional marocain — question adaptée,Il cherche le réconfort dans sa boîte et dans ses compagnons imaginaires.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,justification,,False,,,LBM-C1-EXAM-012,importante,,fr,intermediaire,,Relevez deux éléments du résumé qui montrent que Dar Chouafa est un espace collectif.,regional_exam_question,format régional marocain — question adaptée,"Plusieurs familles y habitent et les voisines partagent conversations, rituels et conflits.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,justification,,False,,,LBM-C1-EXAM-013,importante,,fr,intermediaire,,Justifiez que le bain maure est présenté négativement du point de vue de l'enfant.,regional_exam_question,format régional marocain — question adaptée,"Le lieu est associé à la chaleur, aux cris, à l'agitation et à la peur.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,justification,,False,,,LBM-C1-EXAM-014,importante,,fr,intermediaire,,Montrez que Lalla Zoubida joue un rôle important dans la transmission orale.,regional_exam_question,format régional marocain — question adaptée,Elle raconte les événements et les transforme en anecdotes détaillées.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,justification,,False,,,LBM-C1-EXAM-015,importante,,fr,avance,,Justifiez l'idée que le premier chapitre oppose vie communautaire et solitude intérieure.,regional_exam_question,format régional marocain — question adaptée,"Le narrateur vit au milieu de nombreuses personnes, mais reste psychologiquement isolé.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,langue,,False,,,LBM-C1-EXAM-016,importante,,fr,debutant,,"Dans la phrase « Il ouvre sa boîte », à qui renvoie le pronom « il » ?",regional_exam_question,format régional marocain — question adaptée,Il renvoie à Sidi Mohammed.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,langue,,False,,,LBM-C1-EXAM-017,importante,,fr,debutant,,Donnez un mot de la même famille que « souvenir ».,regional_exam_question,format régional marocain — question adaptée,Se souvenir.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,langue,,False,,,LBM-C1-EXAM-018,importante,,fr,intermediaire,,Identifiez le temps dominant dans un récit de souvenirs et indiquez sa fonction.,regional_exam_question,format régional marocain — question adaptée,"L'imparfait sert souvent à décrire les habitudes, les états et le cadre du passé.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,langue,,False,,,LBM-C1-EXAM-019,importante,,fr,intermediaire,,Transformez au discours indirect : Lalla Zoubida dit : « Le bain était agité. »,regional_exam_question,format régional marocain — question adaptée,Lalla Zoubida dit que le bain était agité.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,langue,,False,,,LBM-C1-EXAM-020,importante,,fr,avance,,Expliquez l'effet du passage entre le présent du narrateur adulte et les temps du passé.,regional_exam_question,format régional marocain — question adaptée,Il distingue le moment de l'écriture du temps de l'enfance racontée.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1,1,analyse_stylistique,,False,,,LBM-C1-EXAM-021,importante,,fr,debutant,,Identifiez la figure dans : « Le bain est un enfer pour l'enfant. »,regional_exam_question,format régional marocain — question adaptée,Une métaphore.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,analyse_stylistique,,False,,,LBM-C1-EXAM-022,importante,,fr,intermediaire,,"Quel effet produit l'accumulation de la chaleur, des cris et de la vapeur ?",regional_exam_question,format régional marocain — question adaptée,Elle intensifie l'agitation et le malaise sensoriel.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,1.5,1,analyse_stylistique,,False,,,LBM-C1-EXAM-023,importante,,fr,intermediaire,,Expliquez l'effet de la répétition du mot « seul » dans une description du narrateur.,regional_exam_question,format régional marocain — question adaptée,Elle insiste sur la persistance de la solitude.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,analyse_stylistique,,False,,,LBM-C1-EXAM-024,importante,,fr,avance,,Analysez la métaphore de la maison comme microcosme.,regional_exam_question,format régional marocain — question adaptée,Elle présente Dar Chouafa comme une société réduite où se reproduisent rapports et traditions.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,analyse_stylistique,,False,,,LBM-C1-EXAM-025,importante,,fr,avance,,Montrez comment la personnification de la mémoire souligne la subjectivité du récit.,regional_exam_question,format régional marocain — question adaptée,Elle représente la mémoire comme une force qui sélectionne et transforme les souvenirs.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,train,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,interpretation,,False,,,LBM-C1-EXAM-026,importante,,fr,avance,,Interprétez la fonction symbolique de la boîte à merveilles.,regional_exam_question,format régional marocain — question adaptée,Elle représente un refuge intime et la capacité de l'imagination à transformer le réel.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,interpretation,,False,,,LBM-C1-EXAM-027,importante,,fr,avance,,Pourquoi la solitude demeure-t-elle centrale malgré la présence constante des voisins ?,regional_exam_question,format régional marocain — question adaptée,La proximité physique ne supprime pas l'isolement psychologique et affectif de l'enfant.,True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,interpretation,,False,,,LBM-C1-EXAM-028,importante,,fr,avance,,Analysez la double image du bain maure : lieu social pour les adultes et lieu inquiétant pour l'enfant.,regional_exam_question,format régional marocain — question adaptée,"Elle montre que le réel varie selon l'âge, l'expérience et le point de vue.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,interpretation,,False,,,LBM-C1-EXAM-029,importante,,fr,avance,,En quoi Dar Chouafa peut-elle être considérée comme un microcosme social ?,regional_exam_question,format régional marocain — question adaptée,"La maison rassemble plusieurs familles, pratiques, hiérarchies, solidarités et conflits.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
,,2,1,interpretation,,False,,,LBM-C1-EXAM-030,importante,,fr,avance,,Montrez que le souvenir participe à la construction de l'identité du narrateur.,regional_exam_question,format régional marocain — question adaptée,"En organisant les épisodes de l'enfance, le narrateur donne un sens à son parcours et à sa sensibilité.",True,La Boîte à merveilles,,"SRC_9RAYTI_OEUVRE, SRC_9RAYTI_EXAMENS, SRC_ALLOSCHOOL",question pédagogique paraphrasée; pas une reproduction officielle,validation,True,,,examen_regional,question_regionale_adaptee_revue_provisoire,
