profile_id,attempt_id,synthetic,generator_version,label_niveau,score_global,questions_repondues,bonnes_reponses,taux_reponse,score_comprehension,score_langue_grammaire,score_connaissance_oeuvres,score_figures_procedes,score_interpretation_justification,score_debutant,score_intermediaire,score_avance
intermediaire_0294,4,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,50,25,25,0,71,14,0
intermediaire_0295,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,50,75,50,75,86,57,17
intermediaire_0295,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,75,25,50,50,71,29,33
intermediaire_0295,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,50,100,75,50,71,71,50
intermediaire_0295,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,100,25,75,50,71,57,33
intermediaire_0296,1,True,positioning_synthetic_v1,intermediaire,80,20,16,100,75,75,100,75,75,100,71,67
intermediaire_0296,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,75,50,50,25,86,43,17
intermediaire_0296,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,25,100,50,75,50,86,57,33
intermediaire_0296,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,50,50,75,50,100,57,0
intermediaire_0297,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,100,50,50,50,75,71,71,50
intermediaire_0297,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,50,50,50,57,57,33
intermediaire_0297,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,75,50,0,75,43,43,67
intermediaire_0297,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,75,25,75,86,57,33
intermediaire_0298,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,75,50,75,50,100,57,33
intermediaire_0298,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,25,50,75,75,71,57,50
intermediaire_0298,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,50,75,75,50,100,86,57,67
intermediaire_0298,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,75,0,75,75,71,57,50
intermediaire_0299,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,25,50,25,25,25,14,43,33
intermediaire_0299,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,75,50,75,50,86,43,33
intermediaire_0299,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,50,50,50,50,71,57,0
intermediaire_0299,4,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,25,75,50,50,71,57,0
intermediaire_0300,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,50,25,75,50,71,57,0
intermediaire_0300,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,75,25,50,86,43,17
intermediaire_0300,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,0,50,75,50,43,57,33
intermediaire_0300,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,100,50,50,25,100,43,33
intermediaire_0301,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,75,0,75,71,29,67
intermediaire_0301,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,0,75,75,57,71,33
intermediaire_0301,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,75,50,75,50,71,71,50
intermediaire_0301,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,50,75,100,50,100,43,50
intermediaire_0302,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,50,25,25,50,57,29,0
intermediaire_0302,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,50,75,75,50,86,43,50
intermediaire_0302,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,25,50,100,100,25,71,57,50
intermediaire_0302,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,100,50,50,100,25,86,57,50
intermediaire_0303,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,25,50,0,25,86,0,0
intermediaire_0303,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,100,50,50,25,0,71,43,17
intermediaire_0303,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,50,50,75,0,43,71,33
intermediaire_0303,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,75,50,50,86,57,33
intermediaire_0304,1,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,25,75,50,75,57,86,33
intermediaire_0304,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,75,50,0,25,75,71,43,17
intermediaire_0304,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,0,75,75,25,43,57,33
intermediaire_0304,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,25,0,100,100,43,71,50
intermediaire_0305,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,75,75,50,75,100,43,50
intermediaire_0305,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,50,75,75,50,57,71,67
intermediaire_0305,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,50,100,25,100,75,100,71,33
intermediaire_0305,4,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,50,75,100,50,86,86,33
intermediaire_0306,1,True,positioning_synthetic_v1,intermediaire,75,20,15,100,100,50,75,50,100,100,86,33
intermediaire_0306,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,75,75,50,25,86,14,50
intermediaire_0306,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,75,50,50,75,100,71,17
intermediaire_0306,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,0,50,75,50,75,71,57,17
intermediaire_0307,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,50,75,50,75,86,57,50
intermediaire_0307,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,25,100,75,75,50,57,86,50
intermediaire_0307,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,75,0,25,50,43,43,17
intermediaire_0307,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,100,0,50,71,57,17
intermediaire_0308,1,True,positioning_synthetic_v1,intermediaire,60,20,12,100,25,75,50,75,75,57,57,67
intermediaire_0308,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,25,50,100,75,71,43,83
intermediaire_0308,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,25,50,75,57,43,50
intermediaire_0308,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,25,50,75,50,43,71,50
intermediaire_0309,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,25,50,50,75,86,43,33
intermediaire_0309,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,100,50,50,50,75,86,57,50
intermediaire_0309,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,75,25,0,25,100,71,43,17
intermediaire_0309,4,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,0,50,25,50,57,43,0
intermediaire_0310,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,50,50,25,86,43,0
intermediaire_0310,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,25,25,50,75,43,57,33
intermediaire_0310,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,75,25,50,100,71,29,67
intermediaire_0310,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,25,25,25,75,71,29,17
intermediaire_0311,1,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,50,50,75,86,57,33
intermediaire_0311,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,25,50,75,86,43,33
intermediaire_0311,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,25,50,75,75,86,43,17
intermediaire_0311,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,75,75,0,25,71,71,0
intermediaire_0312,1,True,positioning_synthetic_v1,intermediaire,35,20,7,100,0,0,50,50,75,57,43,0
intermediaire_0312,2,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,50,25,50,25,43,29,33
intermediaire_0312,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,50,100,50,25,100,57,17
intermediaire_0312,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,25,50,75,50,57,43,50
intermediaire_0313,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,100,25,25,100,100,57,33
intermediaire_0313,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,50,75,75,50,71,71,33
intermediaire_0313,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,75,75,25,50,86,29,67
intermediaire_0313,4,True,positioning_synthetic_v1,intermediaire,70,20,14,100,50,75,100,75,50,86,100,17
intermediaire_0314,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,75,0,25,75,57,57,17
intermediaire_0314,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,25,75,50,57,57,50
intermediaire_0314,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,100,50,25,50,75,100,29,50
intermediaire_0314,4,True,positioning_synthetic_v1,intermediaire,75,20,15,100,100,100,50,75,50,71,86,67
intermediaire_0315,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,25,75,50,100,43,17
intermediaire_0315,2,True,positioning_synthetic_v1,intermediaire,30,20,6,100,25,50,25,25,25,43,29,17
intermediaire_0315,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,75,0,25,25,43,43,17
intermediaire_0315,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,75,50,25,57,57,50
intermediaire_0316,1,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,50,75,75,75,100,57,50
intermediaire_0316,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,25,75,75,50,71,71,33
intermediaire_0316,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,50,75,50,75,86,57,50
intermediaire_0316,4,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,25,100,50,25,57,29,50
intermediaire_0317,1,True,positioning_synthetic_v1,intermediaire,25,20,5,100,25,50,0,25,25,57,14,0
intermediaire_0317,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,25,25,100,43,57,50
intermediaire_0317,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,75,0,25,25,43,43,17
intermediaire_0317,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,25,25,50,50,43,57,17
intermediaire_0318,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,25,75,50,25,100,14,17
intermediaire_0318,2,True,positioning_synthetic_v1,intermediaire,70,20,14,100,25,75,100,50,100,86,71,50
intermediaire_0318,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,100,50,75,75,50,86,57,67
intermediaire_0318,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,25,100,100,25,75,71,57,67
intermediaire_0319,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,50,50,25,25,57,14,17
intermediaire_0319,2,True,positioning_synthetic_v1,intermediaire,20,20,4,100,0,25,0,50,25,43,14,0
intermediaire_0319,3,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,25,50,50,50,57,29,33
intermediaire_0319,4,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,0,25,100,57,57,17
intermediaire_0320,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,75,75,0,86,57,17
intermediaire_0320,2,True,positioning_synthetic_v1,intermediaire,70,20,14,100,50,75,100,75,50,100,71,33
intermediaire_0320,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,75,50,50,75,100,57,33
intermediaire_0320,4,True,positioning_synthetic_v1,intermediaire,80,20,16,100,50,75,100,100,75,71,86,83
intermediaire_0321,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,50,50,25,50,71,43,33
intermediaire_0321,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,75,25,0,75,43,43,33
intermediaire_0321,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,75,25,25,57,43,33
intermediaire_0321,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,25,50,50,50,86,43,17
intermediaire_0322,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,75,75,50,50,57,71,33
intermediaire_0322,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,75,25,75,57,71,50
intermediaire_0322,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,50,50,100,75,75,86,57,67
intermediaire_0322,4,True,positioning_synthetic_v1,intermediaire,75,20,15,100,50,75,75,100,75,86,71,67
intermediaire_0323,1,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,25,50,50,0,71,14,17
intermediaire_0323,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,0,75,50,25,43,57,17
intermediaire_0323,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,50,75,50,25,43,57,33
intermediaire_0323,4,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,50,50,0,50,43,29,17
intermediaire_0324,1,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,75,50,50,50,57,71,50
intermediaire_0324,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,50,75,75,25,71,43,67
intermediaire_0324,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,75,0,25,75,57,71,17
intermediaire_0324,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,25,75,100,75,50,86,71,33
intermediaire_0325,1,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,25,25,50,50,43,14,67
intermediaire_0325,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,50,50,75,75,71,86,33
intermediaire_0325,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,50,25,50,25,29,57,17
intermediaire_0325,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,100,75,25,50,25,71,43,50
intermediaire_0326,1,True,positioning_synthetic_v1,intermediaire,35,20,7,100,0,75,25,25,50,43,14,50
intermediaire_0326,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,100,25,50,50,43,71,33
intermediaire_0326,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,75,75,25,25,71,43,17
intermediaire_0326,4,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,50,25,25,50,29,43,33
intermediaire_0327,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,50,0,0,50,29,29,33
intermediaire_0327,2,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,75,0,25,25,29,57,17
intermediaire_0327,3,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,0,50,50,50,43,14,33
intermediaire_0327,4,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,0,50,25,50,57,29,17
intermediaire_0328,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,25,75,50,25,71,43,17
intermediaire_0328,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,75,0,50,50,25,71,29,17
intermediaire_0328,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,50,50,50,50,43,71,17
intermediaire_0328,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,25,75,0,50,71,29,17
intermediaire_0329,1,True,positioning_synthetic_v1,intermediaire,75,20,15,100,100,50,50,100,75,86,71,67
intermediaire_0329,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,25,0,100,75,43,57,50
intermediaire_0329,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,50,75,50,43,71,67
intermediaire_0329,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,75,50,25,100,86,43,33
intermediaire_0330,1,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,25,75,25,25,43,43,17
intermediaire_0330,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,50,50,0,50,57,43,17
intermediaire_0330,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,50,50,25,0,50,57,29,17
intermediaire_0330,4,True,positioning_synthetic_v1,intermediaire,10,20,2,100,0,25,0,25,0,14,14,0
intermediaire_0331,1,True,positioning_synthetic_v1,intermediaire,75,20,15,100,100,75,100,75,25,71,86,67
intermediaire_0331,2,True,positioning_synthetic_v1,intermediaire,70,20,14,100,100,75,50,75,50,100,71,33
intermediaire_0331,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,0,50,100,50,50,71,43,33
intermediaire_0331,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,75,50,75,75,57,71,67
intermediaire_0332,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,100,50,25,25,25,43,57,33
intermediaire_0332,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,75,25,75,50,71,86,17
intermediaire_0332,3,True,positioning_synthetic_v1,intermediaire,40,20,8,100,75,50,25,0,50,57,29,33
intermediaire_0332,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,50,50,0,75,57,29,33
intermediaire_0333,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,25,25,50,50,0,43,14,33
intermediaire_0333,2,True,positioning_synthetic_v1,intermediaire,25,20,5,100,0,50,25,25,25,57,14,0
intermediaire_0333,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,0,25,75,50,75,71,29,33
intermediaire_0333,4,True,positioning_synthetic_v1,intermediaire,25,20,5,100,50,0,0,0,75,29,43,0
intermediaire_0334,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,50,50,75,50,86,43,17
intermediaire_0334,2,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,0,25,75,50,71,14,17
intermediaire_0334,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,25,25,50,75,57,57,17
intermediaire_0334,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,100,25,25,50,43,57,50
intermediaire_0335,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,100,50,50,25,43,43,67
intermediaire_0335,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,75,25,25,100,86,43,50
intermediaire_0335,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,100,75,25,25,25,86,29,33
intermediaire_0335,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,25,75,75,100,25,86,43,50
intermediaire_0336,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,100,50,75,75,25,86,71,33
intermediaire_0336,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,100,50,50,75,57,71,67
intermediaire_0336,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,75,50,75,75,100,71,33
intermediaire_0336,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,0,75,75,100,75,71,86,33
intermediaire_0337,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,75,25,100,75,86,71,33
intermediaire_0337,2,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,50,100,50,75,86,86,33
intermediaire_0337,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,0,75,50,25,75,57,43,33
intermediaire_0337,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,75,50,25,71,86,0
intermediaire_0338,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,50,75,50,50,100,86,71,33
intermediaire_0338,2,True,positioning_synthetic_v1,intermediaire,75,20,15,100,50,75,75,75,100,100,57,67
intermediaire_0338,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,50,50,50,100,43,17
intermediaire_0338,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,25,50,100,50,86,29,50
intermediaire_0339,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,25,50,50,75,86,43,33
intermediaire_0339,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,25,50,50,50,57,57,0
intermediaire_0339,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,25,25,50,50,57,29,17
intermediaire_0339,4,True,positioning_synthetic_v1,intermediaire,15,20,3,100,0,25,0,25,25,29,14,0
intermediaire_0340,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,25,75,50,100,43,17
intermediaire_0340,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,25,25,50,75,71,43,33
intermediaire_0340,3,True,positioning_synthetic_v1,intermediaire,75,20,15,100,100,50,50,75,100,100,57,67
intermediaire_0340,4,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,25,75,100,50,86,57,50
intermediaire_0341,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,25,75,25,75,71,14,50
intermediaire_0341,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,25,75,50,57,57,50
intermediaire_0341,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,100,50,50,50,71,86,17
intermediaire_0341,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,50,75,50,50,100,43,33
intermediaire_0342,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,25,50,0,25,57,29,0
intermediaire_0342,2,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,25,50,50,25,29,43,17
intermediaire_0342,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,50,50,50,75,86,43,33
intermediaire_0342,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,100,25,50,71,71,33
intermediaire_0343,1,True,positioning_synthetic_v1,intermediaire,75,20,15,100,75,100,75,50,75,86,71,67
intermediaire_0343,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,25,75,75,50,100,86,57,50
intermediaire_0343,3,True,positioning_synthetic_v1,intermediaire,75,20,15,100,75,75,75,75,75,100,57,67
intermediaire_0343,4,True,positioning_synthetic_v1,intermediaire,75,20,15,100,50,100,75,75,75,100,71,50
intermediaire_0344,1,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,25,50,75,0,57,29,17
intermediaire_0344,2,True,positioning_synthetic_v1,intermediaire,80,20,16,100,75,75,75,75,100,100,71,67
intermediaire_0344,3,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,25,50,100,75,86,71,33
intermediaire_0344,4,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,25,100,50,86,57,33
intermediaire_0345,1,True,positioning_synthetic_v1,intermediaire,70,20,14,100,100,50,75,50,75,71,86,50
intermediaire_0345,2,True,positioning_synthetic_v1,intermediaire,50,20,10,100,25,25,100,25,75,71,43,33
intermediaire_0345,3,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,50,0,75,75,43,71,33
intermediaire_0345,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,25,50,50,50,100,43,0
intermediaire_0346,1,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,25,75,25,25,57,43,17
intermediaire_0346,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,50,0,75,57,57,17
intermediaire_0346,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,50,25,50,57,57,17
intermediaire_0346,4,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,50,25,25,50,71,14,0
intermediaire_0347,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,25,25,25,25,43,14,33
intermediaire_0347,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,25,50,75,50,25,43,43,50
intermediaire_0347,3,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,25,50,50,50,57,29,33
intermediaire_0347,4,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,25,25,25,25,71,0,17
intermediaire_0348,1,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,50,50,25,50,29,57,33
intermediaire_0348,2,True,positioning_synthetic_v1,intermediaire,25,20,5,100,0,50,0,50,25,14,57,0
intermediaire_0348,3,True,positioning_synthetic_v1,intermediaire,15,20,3,100,0,0,25,25,25,14,29,0
intermediaire_0348,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,50,50,25,50,25,57,43,17
intermediaire_0349,1,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,75,50,25,57,43,67
intermediaire_0349,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,25,50,75,75,86,71,0
intermediaire_0349,3,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,50,100,75,50,100,71,33
intermediaire_0349,4,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,0,50,25,75,57,29,17
intermediaire_0350,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,50,75,25,25,71,43,33
intermediaire_0350,2,True,positioning_synthetic_v1,intermediaire,65,20,13,100,75,50,50,75,75,100,29,67
intermediaire_0350,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,25,50,50,100,50,71,43,50
intermediaire_0350,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,75,50,25,25,57,57,33
intermediaire_0351,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,50,25,75,50,50,57,43,50
intermediaire_0351,2,True,positioning_synthetic_v1,intermediaire,70,20,14,100,75,75,75,50,75,71,71,67
intermediaire_0351,3,True,positioning_synthetic_v1,intermediaire,60,20,12,100,50,75,75,50,50,71,43,67
intermediaire_0351,4,True,positioning_synthetic_v1,intermediaire,70,20,14,100,100,75,75,75,25,100,86,17
intermediaire_0352,1,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,75,25,25,43,71,17
intermediaire_0352,2,True,positioning_synthetic_v1,intermediaire,60,20,12,100,75,25,50,75,75,86,57,33
intermediaire_0352,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,75,50,25,57,43,67
intermediaire_0352,4,True,positioning_synthetic_v1,intermediaire,55,20,11,100,75,50,100,25,25,43,71,50
intermediaire_0353,1,True,positioning_synthetic_v1,intermediaire,20,20,4,100,0,50,25,25,0,29,29,0
intermediaire_0353,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,75,75,0,25,25,29,43,50
intermediaire_0353,3,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,0,75,50,50,57,29,50
intermediaire_0353,4,True,positioning_synthetic_v1,intermediaire,30,20,6,100,25,0,50,0,75,43,43,0
intermediaire_0354,1,True,positioning_synthetic_v1,intermediaire,50,20,10,100,75,75,25,50,25,57,57,33
intermediaire_0354,2,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,50,25,50,50,29,43,50
intermediaire_0354,3,True,positioning_synthetic_v1,intermediaire,30,20,6,100,0,50,0,25,75,43,29,17
intermediaire_0354,4,True,positioning_synthetic_v1,intermediaire,50,20,10,100,0,75,50,50,75,57,71,17
intermediaire_0355,1,True,positioning_synthetic_v1,intermediaire,65,20,13,100,25,100,75,25,100,57,71,67
intermediaire_0355,2,True,positioning_synthetic_v1,intermediaire,45,20,9,100,50,50,75,25,25,43,29,67
intermediaire_0355,3,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,25,75,50,75,57,86,17
intermediaire_0355,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,0,75,50,50,57,29,33
intermediaire_0356,1,True,positioning_synthetic_v1,intermediaire,30,20,6,100,50,0,25,25,50,57,29,0
intermediaire_0356,2,True,positioning_synthetic_v1,intermediaire,25,20,5,100,25,50,0,25,25,29,43,0
intermediaire_0356,3,True,positioning_synthetic_v1,intermediaire,25,20,5,100,0,25,25,25,50,29,29,17
intermediaire_0356,4,True,positioning_synthetic_v1,intermediaire,40,20,8,100,0,0,75,75,50,71,0,50
intermediaire_0357,1,True,positioning_synthetic_v1,intermediaire,40,20,8,100,25,50,25,75,25,57,29,33
intermediaire_0357,2,True,positioning_synthetic_v1,intermediaire,55,20,11,100,50,75,50,50,50,100,43,17
intermediaire_0357,3,True,positioning_synthetic_v1,intermediaire,35,20,7,100,25,75,0,50,25,86,14,0
